time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,wData,rData
5394,1,0,1,0,1,0,241,214
5400,1,1,1,0,1,0,76,214
5406,1,1,0,0,1,0,76,214
5410,1,1,0,0,1,0,76,234
5412,0,1,0,0,1,0,195,234
5424,0,1,0,0,1,0,108,234
5430,0,1,0,0,1,0,108,75
5436,0,1,0,0,1,0,82,75
5448,0,1,0,0,1,0,87,75
5450,0,1,0,0,1,0,87,252
5460,1,0,0,0,1,0,169,252
5472,1,0,0,0,1,0,204,252
5480,1,1,0,0,1,0,204,252
5484,1,1,0,0,1,0,160,252
5490,1,1,0,0,1,0,160,62
5496,1,1,0,0,1,0,192,62
5502,1,1,1,0,1,0,192,62
5508,0,1,1,0,1,0,252,62
5510,0,1,1,0,1,0,252,142
5520,1,0,1,0,1,0,100,142
5526,1,0,0,0,1,0,100,142
5532,0,0,0,0,1,0,183,142
5544,0,0,0,0,1,0,49,142
5556,1,0,0,0,1,0,234,142
5560,1,1,0,0,1,0,234,142
5568,1,1,0,0,1,0,103,142
5570,1,1,0,0,1,0,103,129
5574,1,1,1,0,1,0,103,129
5580,0,0,1,0,1,0,144,129
5592,1,0,1,0,1,0,172,129
5598,1,0,0,0,1,0,172,129
5600,1,1,0,0,1,0,172,129
5604,1,1,0,0,1,0,152,129
5610,1,1,1,0,1,0,152,61
5616,1,1,1,0,1,0,35,61
5620,1,0,1,0,1,0,35,61
5628,0,0,1,0,1,0,163,61
5640,0,1,1,0,1,0,79,61
5646,0,1,0,0,1,0,79,61
5650,0,1,0,0,1,0,79,88
5652,1,1,0,0,1,0,113,88
5658,1,1,1,0,1,0,113,88
5660,1,0,1,0,1,0,113,88
5664,1,0,1,0,1,0,80,88
5676,0,0,1,0,1,0,202,88
5680,0,1,1,0,1,0,202,88
5682,0,1,0,0,1,0,202,88
5688,0,1,0,0,1,0,165,88
5690,0,1,0,0,1,0,165,70
5700,0,0,0,0,1,0,233,70
5712,1,0,0,0,1,0,66,70
5720,1,1,0,0,1,0,66,70
5724,0,1,0,0,1,0,43,70
5730,0,1,0,0,1,0,43,194
5736,0,1,0,0,1,0,46,194
5740,0,0,0,0,1,0,46,194
5748,1,0,0,0,1,0,137,194
5754,1,0,1,0,1,0,137,194
5760,0,1,1,0,1,0,107,194
5766,0,1,0,0,1,0,107,194
5770,0,1,0,0,1,0,107,130
5772,1,1,0,0,1,0,137,130
5778,1,1,1,0,1,0,137,130
5780,1,0,1,0,1,0,137,130
5784,0,0,1,0,1,0,157,130
5796,1,0,1,0,1,0,129,130
5802,1,0,0,0,1,0,129,130
5808,0,0,0,0,1,0,176,130
5820,1,0,0,0,1,0,85,130
5826,1,0,1,0,1,0,85,130
5832,0,0,1,0,1,0,72,130
5840,0,1,1,0,1,0,72,130
5844,1,1,1,0,1,0,246,130
5850,1,1,1,0,1,0,246,235
5856,0,1,1,0,1,0,248,235
