time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,error_flag,wData,rData,w_count,r_count
10000,1,0,1,0,1,0,0,37,0,287,225
10002,1,0,0,0,1,0,0,37,0,287,225
10008,0,0,0,0,1,0,0,37,0,287,225
10020,1,1,0,0,1,0,0,250,0,288,225
10030,1,1,0,0,1,0,0,250,1,288,225
10032,1,1,0,0,1,0,0,119,1,289,225
10038,1,1,1,0,1,0,0,119,1,289,225
10040,1,1,1,0,1,0,0,119,1,289,226
10050,1,1,1,0,1,0,0,119,0,289,226
10060,1,0,1,0,1,0,0,119,0,289,227
10062,1,0,0,0,1,0,0,119,0,289,227
10068,0,0,0,0,1,0,0,119,0,289,227
10080,1,1,0,0,1,0,0,58,0,290,227
10090,1,1,0,0,1,0,0,58,1,290,227
10092,1,1,0,0,1,0,0,65,1,291,227
10098,1,1,1,0,1,0,0,65,1,291,227
10100,1,0,1,0,1,0,0,65,1,291,228
10104,0,0,1,0,1,0,0,65,1,291,228
10122,0,0,0,0,1,0,0,65,1,291,228
10164,1,0,0,0,1,0,0,104,1,292,228
10170,1,0,1,0,1,0,0,104,1,292,228
10176,0,0,1,0,1,0,0,104,1,292,228
10188,1,0,1,0,1,0,0,104,1,292,228
10200,1,1,1,0,1,0,0,104,1,292,228
10210,1,1,1,0,1,0,0,104,0,292,228
10220,1,1,1,0,1,0,0,104,0,292,229
10224,0,1,1,0,1,0,0,104,0,292,229
10230,0,1,1,0,1,0,0,104,1,292,229
10240,0,0,1,0,1,0,0,104,1,292,230
10242,0,0,0,0,1,0,0,104,1,292,230
10248,1,0,0,0,1,0,0,71,1,293,230
10254,1,0,1,0,1,0,0,71,1,293,230
10266,1,0,0,0,1,0,0,71,1,293,230
10272,1,0,0,0,1,0,0,70,1,294,230
10278,1,0,1,0,1,0,0,70,1,294,230
10284,0,0,1,0,1,0,0,70,1,294,230
10340,0,1,1,0,1,0,0,70,1,294,230
10344,1,1,1,0,1,0,0,70,1,294,230
10350,1,1,1,0,1,0,0,70,0,294,230
10356,0,1,1,0,1,0,0,70,0,294,230
10360,0,1,1,0,1,0,0,70,0,294,231
10368,1,1,1,0,1,0,0,70,0,294,231
10380,0,1,1,0,1,0,0,70,0,294,232
10386,0,1,0,0,1,0,0,70,0,294,232
10390,0,1,0,0,1,0,0,70,1,294,232
10392,1,1,0,0,1,0,0,15,1,295,232
10400,1,1,0,0,1,0,0,15,1,295,233
10404,0,1,0,0,1,0,0,15,1,295,233
10410,0,1,0,0,1,0,0,15,0,295,233
10420,0,0,0,0,1,0,0,15,0,295,234
10428,1,0,0,0,1,0,0,144,0,296,234
10440,0,0,0,0,1,0,0,144,0,296,234
10452,1,0,0,0,1,0,0,162,0,297,234
10460,1,1,0,0,1,0,0,162,0,297,234
10464,0,1,0,0,1,0,0,162,0,297,234
10470,0,1,0,0,1,0,0,162,0,297,234
10476,1,1,0,0,1,0,0,55,0,298,234
10480,1,1,0,0,1,0,0,55,0,298,235
10482,1,1,1,0,1,0,0,55,0,298,235
10488,0,1,1,0,1,0,0,55,0,298,235
10490,0,1,1,0,1,0,0,55,1,298,235
10500,1,0,1,0,1,0,0,55,1,298,236
10506,1,0,0,0,1,0,0,55,1,298,236
10512,0,0,0,0,1,0,0,55,1,298,236
10540,0,1,0,0,1,0,0,55,1,298,236
10550,0,1,0,0,1,0,0,55,0,298,236
10560,0,1,0,0,1,0,0,55,0,298,237
10570,0,1,0,0,1,0,0,55,1,298,237
10580,0,0,0,0,1,0,0,55,1,298,238
10584,1,0,0,0,1,0,0,33,1,299,238
10596,1,0,0,0,1,0,0,189,1,300,238
10600,1,1,0,0,1,0,0,189,1,300,238
10608,1,1,0,0,1,0,0,97,1,301,238
10610,1,1,0,0,1,0,0,97,1,301,238
10620,0,1,0,0,1,0,0,97,1,301,239
10630,0,1,0,0,1,0,0,97,0,301,239
10640,0,0,0,0,1,0,0,97,0,301,240
10668,1,0,0,0,1,0,0,113,0,302,240
10680,0,0,0,0,1,0,0,113,0,302,240
10692,1,0,0,0,1,0,0,213,0,303,240
10700,1,1,0,0,1,0,0,213,0,303,240
10704,1,1,0,0,1,0,0,100,0,304,240
10710,1,1,1,0,1,0,0,100,1,304,240
10720,1,1,1,0,1,0,0,100,1,304,241
10728,0,1,1,0,1,0,0,100,1,304,241
10740,0,0,1,0,1,0,0,100,1,304,242
10746,0,0,0,0,1,0,0,100,1,304,242
10760,0,1,0,0,1,0,0,100,1,304,242
10764,1,1,0,0,1,0,0,147,1,305,242
10770,1,1,0,0,1,0,0,147,1,305,242
10776,1,1,0,0,1,0,0,109,1,306,242
10780,1,0,0,0,1,0,0,109,1,306,243
10782,1,0,1,0,1,0,0,109,1,306,243
10806,1,0,0,0,1,0,0,109,1,306,243
10812,1,0,0,0,1,0,0,31,1,307,243
10818,1,0,1,0,1,0,0,31,1,307,243
10824,0,0,1,0,1,0,0,31,1,307,243
10840,0,1,1,0,1,0,0,31,1,307,243
10850,0,1,1,0,1,0,0,31,0,307,243
10860,1,1,1,0,1,0,0,31,0,307,244
10870,1,1,1,0,1,0,0,31,0,307,244
10878,1,1,0,0,1,0,0,31,0,307,244
10880,1,1,0,0,1,0,0,31,0,307,245
10884,1,1,0,0,1,0,0,46,0,308,245
10890,1,1,1,0,1,0,0,46,1,308,245
10896,0,1,1,0,1,0,0,46,1,308,245
10900,0,0,1,0,1,0,0,46,1,308,246
10902,0,0,0,0,1,0,0,46,1,308,246
10920,0,1,0,0,1,0,0,46,1,308,246
10930,0,1,0,0,1,0,0,46,0,308,246
10940,0,0,0,0,1,0,0,46,0,308,247
10944,1,0,0,0,1,0,0,46,0,309,247
10956,0,0,0,0,1,0,0,46,0,309,247
10960,0,1,0,0,1,0,0,46,0,309,247
10970,0,1,0,0,1,0,0,46,1,309,247
10980,0,0,0,0,1,0,0,46,1,309,248
11004,1,0,0,0,1,0,0,118,1,310,248
11016,1,0,0,0,1,0,0,21,1,311,248
11020,1,1,0,0,1,0,0,21,1,311,248
11028,0,1,0,0,1,0,0,21,1,311,248
11030,0,1,0,0,1,0,0,21,1,311,248
11040,0,0,0,0,1,0,0,21,1,311,249
11080,0,1,0,0,1,0,0,21,1,311,249
11090,0,1,0,0,1,0,0,21,0,311,249
11100,0,0,0,0,1,0,0,21,0,311,250
11120,0,1,0,0,1,0,0,21,0,311,250
11130,0,1,0,0,1,0,0,21,0,311,250
11140,0,1,0,0,1,0,0,21,0,311,251
11150,0,1,0,0,1,0,0,21,0,311,251
11160,0,1,0,0,1,0,0,21,0,311,252
11170,0,1,0,0,1,0,0,21,1,311,252
11180,0,0,0,0,1,0,0,21,1,311,253
11240,0,1,0,0,1,0,0,21,1,311,253
11250,0,1,0,0,1,0,0,21,0,311,253
11260,0,1,0,0,1,0,0,21,0,311,254
11270,0,1,0,0,1,0,0,21,0,311,254
11280,0,1,0,0,1,0,0,21,0,311,255
11290,0,1,0,0,1,0,0,21,1,311,255
11300,0,1,0,0,1,0,0,21,1,311,256
11310,0,1,0,0,1,0,0,21,0,311,256
11320,0,0,0,0,1,0,0,21,0,311,257
11380,0,1,0,0,1,0,0,21,0,311,257
11390,0,1,0,0,1,0,0,21,1,311,257
11400,0,1,0,0,1,0,0,21,1,311,258
11410,0,1,0,0,1,0,0,21,0,311,258
11420,0,1,0,0,1,0,0,21,0,311,259
11430,0,1,0,0,1,0,0,21,1,311,259
11440,0,1,0,0,1,0,0,21,1,311,260
11450,0,1,0,0,1,0,0,21,0,311,260
11460,0,0,0,0,1,0,0,21,0,311,261
11520,0,1,0,0,1,0,0,21,0,311,261
11530,0,1,0,0,1,0,0,21,1,311,261
11540,0,1,0,0,1,0,0,21,1,311,262
11550,0,1,0,0,1,0,0,21,0,311,262
11560,0,1,0,0,1,0,0,21,0,311,263
11570,0,1,0,0,1,0,0,21,0,311,263
11580,0,0,0,0,1,0,0,21,0,311,264
11600,0,1,0,0,1,0,0,21,0,311,264
11610,0,1,0,0,1,0,0,21,1,311,264
11620,0,1,0,0,1,0,0,21,1,311,265
11630,0,1,0,0,1,0,0,21,1,311,265
11640,0,0,0,0,1,0,0,21,1,311,266
11680,0,1,0,0,1,0,0,21,1,311,266
11700,0,1,0,0,1,0,0,21,1,311,267
11710,0,1,0,0,1,0,0,21,1,311,267
11720,0,0,0,0,1,0,0,21,1,311,268
11740,0,1,0,0,1,0,0,21,1,311,268
11750,0,1,0,0,1,0,0,21,0,311,268
11760,0,1,0,0,1,0,0,21,0,311,269
11770,0,1,0,0,1,0,0,21,0,311,269
11780,0,1,0,0,1,0,0,21,0,311,270
11790,0,1,0,0,1,0,0,21,1,311,270
11800,0,0,0,0,1,0,0,21,1,311,271
11820,0,1,0,0,1,0,0,21,1,311,271
11830,0,1,0,0,1,0,0,21,0,311,271
11840,0,0,0,0,1,0,0,21,0,311,272
11940,0,1,0,0,1,0,0,21,0,311,272
11950,0,1,0,0,1,0,0,21,1,311,272
11960,0,0,0,0,1,0,0,21,1,311,273
12000,0,1,0,0,1,0,0,21,1,311,273
12010,0,1,0,0,1,0,0,21,0,311,273
12020,0,1,0,0,1,0,0,21,0,311,274
12030,0,1,0,0,1,0,0,21,0,311,274
12040,0,1,0,0,1,0,0,21,0,311,275
12050,0,1,0,0,1,0,0,21,1,311,275
12060,0,1,0,0,1,0,0,21,1,311,276
12070,0,1,0,0,1,0,0,21,0,311,276
12080,0,0,0,0,1,0,0,21,0,311,277
12100,0,1,0,0,1,0,0,21,0,311,277
12110,0,1,0,0,1,0,0,21,1,311,277
12120,0,1,0,0,1,0,0,21,1,311,278
12130,0,1,0,0,1,1,0,21,0,311,278
12140,0,1,0,0,1,1,0,21,0,311,279
12150,0,1,0,0,1,1,0,21,1,311,279
12160,0,1,0,0,1,1,0,21,1,311,280
12170,0,1,0,0,1,1,0,21,1,311,280
12174,0,1,0,0,0,1,0,21,1,311,280
12180,0,0,0,0,0,1,0,21,1,311,281
12220,0,1,0,0,0,1,0,21,1,311,281
12230,0,1,0,0,0,1,0,21,1,311,281
12240,0,0,0,0,0,1,0,21,1,311,282
12260,0,1,0,0,0,1,0,21,1,311,282
12270,0,1,0,0,0,1,0,21,1,311,282
12280,0,1,0,0,0,1,0,21,1,311,283
12290,0,1,0,0,0,1,0,21,0,311,283
12300,0,0,0,0,0,1,0,21,0,311,284
12340,0,1,0,0,0,1,0,21,0,311,284
12350,0,1,0,0,0,1,0,21,1,311,284
12360,0,1,0,0,0,1,0,21,1,311,285
12370,0,1,0,0,0,1,0,21,0,311,285
12380,0,1,0,0,0,1,0,21,0,311,286
12390,0,1,0,0,0,1,0,21,1,311,286
12400,0,0,0,0,0,1,0,21,1,311,287
12460,0,1,0,0,0,1,0,21,1,311,287
12470,0,1,0,0,0,1,0,21,1,311,287
12480,0,1,0,0,0,1,0,21,1,311,288
12490,0,1,0,0,0,1,0,21,0,311,288
12500,0,1,0,0,0,1,0,21,0,311,289
12510,0,1,0,0,0,1,0,21,0,311,289
12520,0,0,0,0,0,1,0,21,0,311,290
12540,0,1,0,0,0,1,0,21,0,311,290
12550,0,1,0,0,0,1,0,21,1,311,290
12560,0,1,0,0,0,1,0,21,1,311,291
12570,0,1,0,0,0,1,0,21,1,311,291
12580,0,1,0,0,0,1,0,21,1,311,292
12590,0,1,0,0,0,1,0,21,0,311,292
12600,0,1,0,0,0,1,0,21,0,311,293
12620,0,0,0,0,0,1,0,21,0,311,294
12680,0,1,0,0,0,1,0,21,0,311,294
12690,0,1,0,0,0,1,0,21,0,311,294
12700,0,0,0,0,0,1,0,21,0,311,295
12720,0,1,0,0,0,1,0,21,0,311,295
12730,0,1,0,0,0,1,0,21,1,311,295
12740,0,1,0,0,0,1,0,21,1,311,296
12750,0,1,0,0,0,1,0,21,1,311,296
12760,0,1,0,0,0,1,0,21,1,311,297
12770,0,1,0,0,0,1,0,21,0,311,297
12780,0,0,0,0,0,1,0,21,0,311,298
12800,0,1,0,0,0,1,0,21,0,311,298
12820,0,0,0,0,0,1,0,21,0,311,299
12860,0,1,0,0,0,1,0,21,0,311,299
12870,0,1,0,0,0,1,0,21,1,311,299
12880,0,0,0,0,0,1,0,21,1,311,300
12960,0,1,0,0,0,1,0,21,1,311,300
12970,0,1,0,0,0,1,0,21,0,311,300
12980,0,0,0,0,0,1,0,21,0,311,301
13000,0,1,0,0,0,1,0,21,0,311,301
13010,0,1,0,0,0,1,0,21,1,311,301
13020,0,1,0,0,0,1,0,21,1,311,302
13030,0,1,0,0,0,1,0,21,1,311,302
13040,0,1,0,0,0,1,0,21,1,311,303
13050,0,1,0,0,0,1,0,21,0,311,303
13060,0,1,0,0,0,1,0,21,0,311,304
13070,0,1,0,0,0,1,0,21,1,311,304
13080,0,1,0,0,0,1,0,21,1,311,305
13090,0,1,0,0,0,1,0,21,0,311,305
13100,0,1,0,0,0,1,0,21,0,311,306
13110,0,1,0,0,0,1,0,21,0,311,306
13120,0,0,0,0,0,1,0,21,0,311,307
13200,0,1,0,0,0,1,0,21,0,311,307
13210,0,1,0,0,0,1,0,21,1,311,307
13220,0,0,0,0,0,1,0,21,1,311,308
13300,0,1,0,0,0,1,0,21,1,311,308
13320,0,0,0,0,0,1,0,21,1,311,309
13340,0,1,0,0,0,1,0,21,1,311,309
13350,0,1,0,0,0,1,0,21,1,311,309
13360,0,1,0,0,0,1,0,21,1,311,310
13370,0,1,0,1,0,1,0,21,0,311,310
13420,0,0,0,1,0,1,0,21,0,311,310
13440,0,1,0,1,0,1,0,21,0,311,310
13460,0,0,0,1,0,1,0,21,0,311,310
13540,0,1,0,1,0,1,0,21,0,311,310
13560,0,0,0,1,0,1,0,21,0,311,310
13580,0,1,0,1,0,1,0,21,0,311,310
13600,0,0,0,1,0,1,0,21,0,311,310
13620,0,1,0,1,0,1,0,21,0,311,310
13660,0,0,0,1,0,1,0,21,0,311,310
13680,0,1,0,1,0,1,0,21,0,311,310
13720,0,0,0,1,0,1,0,21,0,311,310
13740,0,1,0,1,0,1,0,21,0,311,310
13780,0,0,0,1,0,1,0,21,0,311,310
13800,0,1,0,1,0,1,0,21,0,311,310
13860,0,0,0,1,0,1,0,21,0,311,310
13900,0,1,0,1,0,1,0,21,0,311,310
13920,0,0,0,1,0,1,0,21,0,311,310
13940,0,1,0,1,0,1,0,21,0,311,310
14020,0,0,0,1,0,1,0,21,0,311,310
14040,0,1,0,1,0,1,0,21,0,311,310
14060,0,0,0,1,0,1,0,21,0,311,310
14200,0,1,0,1,0,1,0,21,0,311,310
14220,0,0,0,1,0,1,0,21,0,311,310
14320,0,1,0,1,0,1,0,21,0,311,310
14340,0,0,0,1,0,1,0,21,0,311,310
14420,0,1,0,1,0,1,0,21,0,311,310
14460,0,0,0,1,0,1,0,21,0,311,310
14480,0,1,0,1,0,1,0,21,0,311,310
14500,0,0,0,1,0,1,0,21,0,311,310
14540,0,1,0,1,0,1,0,21,0,311,310
14560,0,0,0,1,0,1,0,21,0,311,310
14580,0,1,0,1,0,1,0,21,0,311,310
14660,0,0,0,1,0,1,0,21,0,311,310
14720,0,1,0,1,0,1,0,21,0,311,310
14740,0,0,0,1,0,1,0,21,0,311,310
14820,0,1,0,1,0,1,0,21,0,311,310
14860,0,0,0,1,0,1,0,21,0,311,310
14900,0,1,0,1,0,1,0,21,0,311,310
14960,0,0,0,1,0,1,0,21,0,311,310
14980,0,1,0,1,0,1,0,21,0,311,310
15000,0,0,0,1,0,1,0,21,0,311,310
15040,0,1,0,1,0,1,0,21,0,311,310
15060,0,0,0,1,0,1,0,21,0,311,310
15140,0,1,0,1,0,1,0,21,0,311,310
15160,0,0,0,1,0,1,0,21,0,311,310
15180,0,1,0,1,0,1,0,21,0,311,310
15240,0,0,0,1,0,1,0,21,0,311,310
15300,0,1,0,1,0,1,0,21,0,311,310
15360,0,0,0,1,0,1,0,21,0,311,310
15400,0,1,0,1,0,1,0,21,0,311,310
15420,0,0,0,1,0,1,0,21,0,311,310
15460,0,1,0,1,0,1,0,21,0,311,310
15560,0,0,0,1,0,1,0,21,0,311,310
15640,0,1,0,1,0,1,0,21,0,311,310
15660,0,0,0,1,0,1,0,21,0,311,310
15720,0,1,0,1,0,1,0,21,0,311,310
15820,0,0,0,1,0,1,0,21,0,311,310
15840,0,1,0,1,0,1,0,21,0,311,310
15860,0,0,0,1,0,1,0,21,0,311,310
15900,0,1,0,1,0,1,0,21,0,311,310
15960,0,0,0,1,0,1,0,21,0,311,310
16000,0,1,0,1,0,1,0,21,0,311,310
16020,0,0,0,1,0,1,0,21,0,311,310
16060,0,1,0,1,0,1,0,21,0,311,310
16100,0,0,0,1,0,1,0,21,0,311,310
16120,0,1,0,1,0,1,0,21,0,311,310
16220,0,0,0,1,0,1,0,21,0,311,310
16240,0,1,0,1,0,1,0,21,0,311,310
16300,0,0,0,1,0,1,0,21,0,311,310
16320,0,1,0,1,0,1,0,21,0,311,310
16340,0,0,0,1,0,1,0,21,0,311,310
16360,0,1,0,1,0,1,0,21,0,311,310
16400,0,0,0,1,0,1,0,21,0,311,310
16420,0,1,0,1,0,1,0,21,0,311,310
16500,0,0,0,1,0,1,0,21,0,311,310
16520,0,1,0,1,0,1,0,21,0,311,310
16540,0,0,0,1,0,1,0,21,0,311,310
16620,0,1,0,1,0,1,0,21,0,311,310
16640,0,0,0,1,0,1,0,21,0,311,310
16680,0,1,0,1,0,1,0,21,0,311,310
16720,0,0,0,1,0,1,0,21,0,311,310
16740,0,1,0,1,0,1,0,21,0,311,310
16780,0,0,0,1,0,1,0,21,0,311,310
16800,0,1,0,1,0,1,0,21,0,311,310
16860,0,0,0,1,0,1,0,21,0,311,310
16880,0,1,0,1,0,1,0,21,0,311,310
16900,0,0,0,1,0,1,0,21,0,311,310
16940,0,1,0,1,0,1,0,21,0,311,310
16960,0,0,0,1,0,1,0,21,0,311,310
16980,0,1,0,1,0,1,0,21,0,311,310
17000,0,0,0,1,0,1,0,21,0,311,310
17040,0,1,0,1,0,1,0,21,0,311,310
17060,0,0,0,1,0,1,0,21,0,311,310
17080,0,1,0,1,0,1,0,21,0,311,310
17120,0,0,0,1,0,1,0,21,0,311,310
17180,0,1,0,1,0,1,0,21,0,311,310
17200,0,0,0,1,0,1,0,21,0,311,310
17240,0,1,0,1,0,1,0,21,0,311,310
17300,0,0,0,1,0,1,0,21,0,311,310
17320,0,1,0,1,0,1,0,21,0,311,310
17340,0,0,0,1,0,1,0,21,0,311,310
17360,0,1,0,1,0,1,0,21,0,311,310
17420,0,0,0,1,0,1,0,21,0,311,310
17440,0,1,0,1,0,1,0,21,0,311,310
17460,0,0,0,1,0,1,0,21,0,311,310
17560,0,1,0,1,0,1,0,21,0,311,310
17580,0,0,0,1,0,1,0,21,0,311,310
17600,0,1,0,1,0,1,0,21,0,311,310
17620,0,0,0,1,0,1,0,21,0,311,310
17640,0,1,0,1,0,1,0,21,0,311,310
17660,0,0,0,1,0,1,0,21,0,311,310
17680,0,1,0,1,0,1,0,21,0,311,310
17720,0,0,0,1,0,1,0,21,0,311,310
